,homoloid,mouse,human
10923,42536428,Nr4a1,NR4A1
10924,42542214,Nr4a2,NR4A2
10925,42541117,Nr4a3,NR4A3
10926,42542305,Nr5a1,NR5A1
10927,42534926,Nr5a2,NR5A2
10928,42532920,Nr6a1,NR6A1
10929,42535890,Nradd,NRADDP
10930,42541198,Nrap,NRAP
10931,42535185,Nrarp,NRARP
10932,42546829,Nras,NRAS
10933,42544507,Nrbf2,NRBF2
10934,42539644,Nrbp1,NRBP1
10935,42533762,Nrbp2,NRBP2
10936,42536185,Nrcam,NRCAM
10937,42533090,Nrd1,NRDC
10938,42543911,Nrde2,NRDE2
10939,42548818,Nrep,NREP
10940,42548483,Nrf1,NRF1
10941,42538910,Nrg1,NRG1
10942,42541577,Nrg2,NRG2
10943,42548263,Nrg3,NRG3
10944,42550477,Nrg4,NRG4
10945,42537366,Nrgn,NRGN
10946,42545060,Nrip1,NRIP1
10947,42548050,Nrip2,NRIP2
10948,42549754,Nrip3,NRIP3
10949,42550809,Nrk,NRK
10950,42542898,Nrl,NRL
10951,42541609,Nrm,NRM
10952,42546366,Nrn1,NRN1
10953,42542045,Nrn1l,NRN1L
10954,42553721,Nron,NRON
10955,42538661,Nrp1,NRP1
10956,42539114,Nrp2,NRP2
10957,42546292,Nrros,NRROS
10958,42541508,Nrsn1,NRSN1
10959,42549283,Nrsn2,NRSN2
10960,42541717,Nrtn,NRTN
10961,42535227,Nrxn1,NRXN1
10962,42536380,Nrxn2,NRXN2
10963,42544914,Nrxn3,NRXN3
10964,42539371,Nsa2,NSA2
10965,42543530,Nscme3l,NSMCE3
10966,42546697,Nsd1,NSD1
10967,42542011,Nsd2,NSD2
10968,42536787,Nsd3,NSD3
10969,42543085,Nsdhl,NSDHL
10970,42543468,Nsf,NSF
10971,42547257,Nsfl1c,NSFL1C
10972,42550677,Nsg1,NSG1
10973,42547959,Nsg2,NSG2
10974,42545632,Nsl1,NSL1
10975,42546223,Nsmaf,NSMAF
10976,42545403,Nsmce1,NSMCE1
10977,42533293,Nsmce2,NSMCE2
10978,42543542,Nsmce3,NSMCE3
10979,42543101,Nsmce4a,NSMCE4A
10980,42540978,Nsmf,NSMF
10981,42542794,Nsrp1,NSRP1
10982,42541157,Nsun2,NSUN2
10983,42546802,Nsun3,NSUN3
10984,42537870,Nsun4,NSUN4
10985,42537822,Nsun5,NSUN5
10986,42541361,Nsun6,NSUN6
10987,42549900,Nsun7,NSUN7
10988,42550813,Nt5c,NT5C
10989,42544783,Nt5c1a,NT5C1A
10990,42535999,Nt5c1b,NT5C1B
10991,42548162,Nt5c2,NT5C2
10992,42547236,Nt5c3,NT5C3A
10993,42549674,Nt5c3b,NT5C3B
10994,42538436,Nt5dc1,NT5DC1
10995,42543225,Nt5dc2,NT5DC2
10996,42547397,Nt5dc3,NT5DC3
10997,42544023,Nt5e,NT5E
10998,42553623,Nt5el,NT5ELP
10999,42544986,Nt5m,NT5M
11000,42533612,Ntan1,NTAN1
11001,42544117,Ntf3,NTF3
11002,42548609,Ntf5,NTF4
11003,42540129,Nthl1,NTHL1
11004,42545008,Ntm,NTM
11005,42535805,Ntmt1,NTMT1
11006,42534922,Ntn1,NTN1
11007,42546297,Ntn3,NTN3
11008,42547379,Ntn4,NTN4
11009,42547040,Ntn5,NTN5
11010,42539934,Ntng1,NTNG1
11011,42537027,Ntng2,NTNG2
11012,42548207,Ntpcr,NTPCR
11013,42538470,Ntrk1,NTRK1
11014,42543679,Ntrk2,NTRK2
11015,42542161,Ntrk3,NTRK3
11016,42547992,Nts,NTS
11017,42534244,Ntsr1,NTSR1
11018,42550740,Ntsr2,NTSR2
11019,42537128,Nuak1,NUAK1
11020,42538595,Nuak2,NUAK2
11021,42543330,Nub1,NUB1
11022,42547609,Nubp1,NUBP1
11023,42537844,Nubp2,NUBP2
11024,42542724,Nubpl,NUBPL
11025,42548327,Nucb1,NUCB1
11026,42538916,Nucb2,NUCB2
11027,42538743,Nucks1,NUCKS1
11028,42548309,Nudc,NUDC
11029,42547986,Nudcd1,NUDCD1
11030,42545345,Nudcd2,NUDCD2
11031,42544979,Nudcd3,NUDCD3
11032,42536153,Nudt1,NUDT1
11033,42538103,Nudt10,NUDT10
11034,42538105,Nudt11,NUDT11
11035,42534288,Nudt12,NUDT12
11036,42534712,Nudt13,NUDT13
11037,42543472,Nudt14,NUDT14
11038,42546871,Nudt15,NUDT15
11039,42545089,Nudt16,NUDT16
11040,42545090,Nudt16l1,NUDT16L1
11041,42545091,Nudt16l2,NUDT16L2P
11042,42540995,Nudt17,NUDT17
11043,42542372,Nudt18,NUDT18
11044,42536122,Nudt19,NUDT19
11045,42536951,Nudt2,NUDT2
11046,42542157,Nudt21,NUDT21
11047,42544297,Nudt22,NUDT22
11048,42542541,Nudt3,NUDT3
11049,42538104,Nudt4,NUDT4
11050,42544826,Nudt5,NUDT5
11051,42546806,Nudt6,NUDT6
11052,42534591,Nudt7,NUDT7
11053,42540383,Nudt8,NUDT8
11054,42544097,Nudt9,NUDT9
11055,42542429,Nuf2,NUF2
11056,42532517,Nufip1,NUFIP1
11057,42544880,Nufip2,NUFIP2
11058,42532489,Nuggc,NUGGC
11059,42543474,Numa1,NUMA1
11060,42548073,Numb,NUMB
11061,42546797,Numbl,NUMBL
11062,42546294,Nup107,NUP107
11063,42538738,Nup133,NUP133
11064,42532617,Nup153,NUP153
11065,42547136,Nup155,NUP155
11066,42541084,Nup160,NUP160
11067,42535578,Nup188,NUP188
11068,42545180,Nup205,NUP205
11069,42545311,Nup210,NUP210
11070,42550007,Nup210l,NUP210L
11071,42540114,Nup214,NUP214
11072,42545618,Nup35,NUP35
11073,42540168,Nup37,NUP37
11074,42541590,Nup43,NUP43
11075,42542325,Nup50,NUP50
11076,42542326,Nup50l,NUP50
11077,42533534,Nup54,NUP54
11078,42536391,Nup58,NUP58
11079,42532943,Nup62,NUP62
11080,42549454,Nup62cl,NUP62CL
11081,42544813,Nup85,NUP85
11082,42543372,Nup88,NUP88
11083,42534698,Nup93,NUP93
11084,42539826,Nup98,NUP98
11085,42544247,Nupl2,NUP42
11086,42532951,Nupr1,NUPR1
11087,42550072,Nupr1l,NUPR2
11088,42543609,Nus1,NUS1
11089,42535549,Nusap1,NUSAP1
11090,42547325,Nutf2,NUTF2
11091,42547326,Nutf2-ps1,NUTF2
11092,42553675,Nutf2-ps2,NUTF2
11093,42548584,Nutm1,NUTM1
11094,42540174,Nvl,NVL
11095,42536377,Nwd1,NWD1
11096,42551026,Nwd2,NWD2
11097,42532449,Nxf1,NXF1
11098,42540974,Nxf2,NXF2
11099,42540975,Nxf3,NXF3
11100,42539257,Nxn,NXN
11101,42539760,Nxnl1,NXNL1
11102,42538101,Nxnl2,NXNL2
11103,42550649,Nxpe2,NXPE2
11104,42539867,Nxpe3,NXPE3
11105,42550090,Nxpe4,NXPE4
11106,42547303,Nxph1,NXPH1
11107,42539868,Nxph2,NXPH2
11108,42548866,Nxph3,NXPH3
11109,42548820,Nxph4,NXPH4
11110,42536155,Nxt1,NXT1
11111,42536156,Nxt2,NXT2
11112,42550980,Nyap1,NYAP1
11113,42534539,Nyap2,NYAP2
11114,42550070,Nynrin,NYNRIN
11115,42545535,Nyx,NYX
11116,42537045,Oacyl,OACYLP
11117,42539400,Oaf,OAF
11118,42533810,Oard1,OARD1
11119,42549260,Oas1a,OAS1
11120,42549028,Oas1b,OAS1
11121,42550104,Oas1c,OAS1
11122,42550722,Oas1d,OAS1
11123,42550723,Oas1e,OAS1
11124,42550105,Oas1f,OAS1
11125,42549261,Oas1g,OAS1
11126,42549817,Oas1h,OAS1
11127,42550127,Oas2,OAS2
11128,42549367,Oas3,OAS3
11129,42549892,Oasl1,OASL
11130,42550819,Oasl2,OASL2P
11131,42542808,Oat,OAT
11132,42536981,Oaz1,OAZ1
11133,42545495,Oaz2,OAZ2
11134,42550958,Oaz3,OAZ3
11135,42546718,Obi1,OBI1
11136,42548606,Obp2a,OBP2B
11137,42548887,Obp2b,OBP2A
11138,42536379,Obscn,OBSCN
11139,42541978,Obsl1,OBSL1
11140,42546787,Oc90,OC90
11141,42546567,Oca2,OCA2
11142,42545569,Ocel1,OCEL1
11143,42537608,Ociad1,OCIAD1
11144,42546112,Ociad2,OCIAD2
11145,42543957,Ocln,OCLN
11146,42540389,Ocm,OCM
11147,42535096,Ocrl,OCRL
11148,42544312,Ocstamp,OCSTAMP
11149,42533553,Odad1,ODAD1
11150,42546729,Odad2,ODAD2
11151,42536705,Odad3,ODAD3
11152,42541034,Odad4,ODAD4
11153,42549675,Odam,ODAM
11154,42550544,Odaph,ODAPH
11155,42546846,Odc1,ODC1
11156,42549287,Odf1,ODF1
11157,42538047,Odf2,ODF2
11158,42550865,Odf2l,ODF2L
11159,42538015,Odf3,ODF3
11160,42538016,Odf3b,ODF3B
11161,42550496,Odf3l1,ODF3L1
11162,42534260,Odf3l2,ODF3L2
11163,42550687,Odf4,ODF4
11164,42543343,Odr4,ODR4
11165,42541785,Ofcc1,OFCC1
11166,42545248,Ofd1,OFD1
11167,42539123,Oga,OGA
11168,42535535,Ogdh,OGDH
11169,42546217,Ogdhl,OGDHL
11170,42546640,Ogfod1,OGFOD1
11171,42533724,Ogfod2,OGFOD2
11172,42539772,Ogfod3,OGFOD3
11173,42532459,Ogfr,OGFR
11174,42546531,Ogfrl1,OGFRL1
11175,42539243,Ogg1,OGG1
11176,42533240,Ogn,OGN
11177,42545549,Ogt,OGT
11178,42538785,Oip5,OIP5
11179,42540640,Oit3,OIT3
11180,42544942,Ola1,OLA1
11181,42546563,Olah,OLAH
11182,42538337,Olfm1,OLFM1
11183,42542454,Olfm2,OLFM2
11184,42546990,Olfm3,OLFM3
11185,42534400,Olfm4,OLFM4
11186,42534399,Olfm5,OLFM5P
11187,42534849,Olfml1,OLFML1
11188,42536183,Olfml2a,OLFML2A
11189,42538527,Olfml2b,OLFML2B
11190,42542196,Olfml3,OLFML3
11191,42535631,Olig1,OLIG1
11192,42536127,Olig2,OLIG2
11193,42537206,Olig3,OLIG3
11194,42549871,Olr1,OLR1
11195,42534442,Oma1,OMA1
11196,42539342,Omd,OMD
11197,42543979,Omg,OMG
11198,42538120,Omp,OMP
11199,42547820,Onecut1,ONECUT1
11200,42533087,Onecut2,ONECUT2
11201,42535312,Onecut3,ONECUT3
11202,42550410,Ooep,OOEP
11203,42553656,Oosp1,OOSP1
11204,42550298,Oosp2,OOSP2
11205,42543857,Opa1,OPA1
11206,42544775,Opa3,OPA3
11207,42550153,Opalin,OPALIN
11208,42545009,Opcml,OPCML
11209,42542037,Ophn1,OPHN1
11210,42542463,Oplah,OPLAH
11211,42542533,Opn1mw,OPN1MW
11212,42545962,Opn1sw,OPN1SW
11213,42541387,Opn3,OPN3
11214,42540558,Opn4,OPN4
11215,42539469,Opn5,OPN5
11216,42536020,Oprd1,OPRD1
11217,42534787,Oprk1,OPRK1
11218,42539457,Oprl1,OPRL1
11219,42546683,Oprm1,OPRM1
11220,42538964,Optc,OPTC
11221,42544181,Optn,OPTN
11222,42550027,Or10a2,OR10A2
11223,42550959,Or10a3,OR10A3
11224,42553854,Or10a3m,OR10A3
11225,42550296,Or10a4,OR10A4
11226,42550411,Or10a5,OR10A5
11227,42550937,Or10ac1,OR10AC1
11228,42549445,Or10ad1,OR10AD1
11229,42553548,Or10ad1b,OR10AD1
11230,42553549,Or10ad1c,OR10AD1
11231,42550384,Or10ag2,OR10AG1
11232,42548864,Or10ag54,OR10AG1
11233,42548863,Or10ag56,OR10AG1
11234,42548982,Or10ag57,OR10AG1
11235,42548654,Or10c1,OR10C1
11236,42549684,Or10d3,OR10D3
11237,42549530,Or10d4,OR10D4P
11238,42551037,Or10d4b,OR10D4P
11239,42550538,Or10d4c,OR10D4P
11240,42550553,Or10g1,OR10G2
11241,42549983,Or10g1b,OR10G2
11242,42549091,Or10g3,OR10G3
11243,42550889,Or10g3b,OR10G3
11244,42553367,Or10g6,OR10G6
11245,42553533,Or10g7,OR10G7
11246,42550388,Or10g9,OR10G9
11247,42548586,Or10h1,OR10H1
11248,42548961,Or10h5,OR10H5
11249,42548785,Or10j2,OR10J1
11250,42547004,Or10j3,OR10J3
11251,42536461,Or10j3b,OR10J3
11252,42549291,Or10j5,OR10J5
11253,42536554,Or10k2,OR10K2
11254,42550956,Or10p1,OR10P1
11255,42548916,Or10q1,OR10Q1
11256,42550628,Or10q12,OR10Q1
11257,42553930,Or10q1b,OR10Q1
11258,42549188,Or10s1,OR10S1
11259,42548921,Or10v1,OR10V1
11260,42550811,Or10w1,OR10W1
11261,42550552,Or10w3,OR10W1
11262,42549978,Or10x1,OR10X1
11263,42549977,Or10x4,OR10X1
11264,42549157,Or10z1,OR10Z1
11265,42549119,Or11a4,OR11A1
11266,42548746,Or11g1,OR11G2
11267,42548730,Or11g2,OR11G2
11268,42551054,Or11g24,OR11G2
11269,42549493,Or11g26,OR11G2
11270,42548603,Or11g27,OR11G2
11271,42551055,Or11g7,OR11G2
11272,42549912,Or11h23,OR11H7
11273,42549651,Or11h4,OR11H4
11274,42549652,Or11h4b,OR11H4
11275,42550531,Or11h6,OR11H6
11276,42549911,Or11h7,OR11H7
11277,42550921,Or11l3,OR11L1
11278,42536465,Or12d17,OR12D3
11279,42544392,Or12d2,OR12D2
11280,42544358,Or13a1,OR13A1
11281,42549060,Or13c25,OR13C8
11282,42548595,Or13c3,OR13C3
11283,42550701,Or13c7,OR13C7
11284,42550620,Or13c7b,OR13C7
11285,42548762,Or13c7c,OR13C7
11286,42549086,Or13c7d,OR13C7
11287,42548867,Or13c9,OR13C9
11288,42549354,Or13d1,OR13D1
11289,42549189,Or13f5,OR13F1
11290,42547008,Or13g1,OR13G1
11291,42550672,Or13j1,OR13J1
11292,42549678,Or14a256,OR14A2
11293,42548947,Or14a257,OR14A2
11294,42549595,Or14a258,OR14A2
11295,42553453,Or14a259,OR14A2
11296,42549516,Or14a260,OR14A2
11297,42548670,Or14c39,OR14C36
11298,42549966,Or14c40,OR14C36
11299,42550975,Or14c41,OR14C36
11300,42549611,Or14c43,OR14C36
11301,42553506,Or14c44,OR14C36
11302,42550976,Or14c45,OR14C36
11303,42550313,Or14c46,OR14C36
11304,42548856,Or14j1,OR14J1
11305,42549342,Or1a1,OR1A1
11306,42549566,Or1ad6,OR1C1
11307,42550670,Or1b1,OR1B1
11308,42549426,Or1d2,OR1D2
11309,42536452,Or1e1,OR1E1
11310,42536518,Or1f12,OR1F12P
11311,42536496,Or1i2,OR1I1
11312,42536549,Or1j1,OR1J1
11313,42536447,Or1j19,OR1J2
11314,42536512,Or1j4,OR1J4
11315,42536563,Or1l4,OR1L4
11316,42536562,Or1l4b,OR1L4
11317,42536546,Or1l8,OR1L8
11318,42536557,Or1m1,OR1M1
11319,42536448,Or1n1,OR1N1
11320,42536449,Or1n1b,OR1N1
11321,42536451,Or1n2,OR1N2
11322,42550118,Or1p1,OR1P1
11323,42550119,Or1p1c,OR1P1
11324,42536510,Or1q1,OR1Q1
11325,42544352,Or1r1,OR1R1P
11326,42536485,Or1s2,OR1S2
11327,42536538,Or2a12,OR2A12
11328,42536286,Or2a14,OR2A14
11329,42536442,Or2a25,OR2A25
11330,42549328,Or2a5,OR2A5
11331,42536288,Or2a52,OR2A2
11332,42536514,Or2a54,OR2A14
11333,42536287,Or2a56,OR2A14
11334,42536524,Or2a7,OR2A7
11335,42548964,Or2ag1,OR2AG1
11336,42550300,Or2ag18,OR2AG1
11337,42550850,Or2ag1b,OR2AG1
11338,42549874,Or2ag2,OR2AG2
11339,42549673,Or2ag2b,OR2AG2
11340,42550180,Or2aj4,OR2AJ1
11341,42550179,Or2aj5,OR2AJ1
11342,42550178,Or2aj6,OR2AJ1
11343,42548907,Or2ak4,OR2AK2
11344,42548906,Or2ak5,OR2AK2
11345,42550582,Or2ak6,OR2AK2
11346,42548908,Or2ak7,OR2AK2
11347,42532450,Or2at4,OR2AT4
11348,42550674,Or2b11,OR2B11
11349,42550837,Or2b2,OR2B2
11350,42550836,Or2b2b,OR2B2
11351,42553622,Or2b6,OR2B6
11352,42549796,Or2c1,OR2C1
11353,42549536,Or2d2,OR2D2
11354,42549535,Or2d2b,OR2D2
11355,42549116,Or2d3,OR2D3
11356,42549388,Or2d36,OR2D3
11357,42549115,Or2d3b,OR2D3
11358,42549026,Or2d3c,OR2D3
11359,42550112,Or2f1,OR2F1
11360,42550971,Or2f1b,OR2F1
11361,42549321,Or2f2,OR2F2
11362,42549006,Or2h1,OR2H1
11363,42549505,Or2h1b,OR2H1
11364,42551019,Or2h2,OR2H2
11365,42549503,Or2h2c,OR2H2
11366,42553719,Or2i1,OR2I1P
11367,42548957,Or2j3,OR2J3
11368,42550488,Or2k2,OR2K2
11369,42549272,Or2l13,OR2L13
11370,42548994,Or2l13b,OR2L13
11371,42550845,Or2l5,OR2L5
11372,42549425,Or2t1,OR2T1
11373,42548634,Or2t29,OR2T4
11374,42553543,Or2t35,OR2T35
11375,42549320,Or2t43,OR2T4
11376,42548636,Or2t47,OR2T4
11377,42548635,Or2t48,OR2T4
11378,42548633,Or2t49,OR2T4
11379,42550897,Or2t6,OR2T6
11380,42550776,Or2v1,OR2V1
11381,42548614,Or2v2,OR2V2
11382,42550613,Or2w1,OR2W1
11383,42550614,Or2w1b,OR2W1
11384,42549755,Or2w3,OR2W3
11385,42549756,Or2w3b,OR2W3
11386,42550849,Or2w6,OR2W6P
11387,42549257,Or2y1,OR2Y1
11388,42548610,Or2y10,OR2Y1
11389,42548612,Or2y11,OR2Y1
11390,42551020,Or2y12,OR2Y1
11391,42549743,Or2y14,OR2Y1
11392,42550832,Or2y15,OR2Y1
11393,42548984,Or2y16,OR2Y1
11394,42554094,Or2y17,OR2Y1
11395,42549461,Or2y1b,OR2Y1
11396,42549258,Or2y1c,OR2Y1
11397,42548944,Or2y1d,OR2Y1
11398,42549887,Or2y1e,OR2Y1
11399,42549463,Or2y1f,OR2Y1
11400,42549462,Or2y1g,OR2Y1
11401,42548611,Or2y6,OR2Y1
11402,42548613,Or2y8,OR2Y1
11403,42550316,Or2z8,OR2Z1
11404,42550317,Or2z9,OR2Z1
11405,42549466,Or3a1,OR3A1
11406,42549539,Or3a1b,OR3A1
11407,42549465,Or3a1c,OR3A1
11408,42550135,Or3a4,OR3A4P
11409,42549643,Or4a15,OR4A15
11410,42549998,Or4a47,OR4A47
11411,42538052,Or4a68,OR4A16
11412,42549853,Or4a69,OR4A16
11413,42549476,Or4a70,OR4A16
11414,42549790,Or4a71,OR4A16
11415,42538053,Or4a72,OR4A16
11416,42549175,Or4a73,OR4A16
11417,42549974,Or4a75,OR4A16
11418,42543254,Or4a76,OR4A16
11419,42549973,Or4a77,OR4A16
11420,42550600,Or4a79,OR4A16
11421,42536443,Or4b1,OR4B1
11422,42550982,Or4b12,OR4B1
11423,42550981,Or4b13,OR4B1
11424,42536444,Or4b1b,OR4B1
11425,42536491,Or4b1d,OR4B1
11426,42550909,Or4c102,OR4C6
11427,42548909,Or4c103,OR4C16
11428,42549156,Or4c104,OR4C16
11429,42550001,Or4c107,OR4C15
11430,42549280,Or4c108,OR4C15
11431,42543251,Or4c109,OR4C15
11432,42549729,Or4c11,OR4C11
11433,42543255,Or4c110,OR4C15
11434,42549088,Or4c111,OR4C15
11435,42543249,Or4c112,OR4C15
11436,42543253,Or4c113,OR4C15
11437,42543250,Or4c114,OR4C15
11438,42536459,Or4c115,OR4C15
11439,42550630,Or4c116,OR4C15
11440,42548598,Or4c117,OR4C15
11441,42543252,Or4c118,OR4C15
11442,42550617,Or4c119,OR4C15
11443,42549728,Or4c11b,OR4C11
11444,42549727,Or4c11c,OR4C11
11445,42549961,Or4c12,OR4C12
11446,42549664,Or4c120,OR4C15
11447,42550861,Or4c121,OR4C15
11448,42543248,Or4c122,OR4C15
11449,42550519,Or4c123,OR4C6
11450,42548877,Or4c124,OR4C15
11451,42536537,Or4c126,OR4C45
11452,42550848,Or4c127,OR4C45
11453,42549960,Or4c12b,OR4C12
11454,42549876,Or4c15,OR4C15
11455,42550654,Or4c15b,OR4C15
11456,42550485,Or4c29,OR4C16
11457,42549249,Or4c3,OR4C3
11458,42548588,Or4c35,OR4C5
11459,42549931,Or4c3d,OR4C3
11460,42551053,Or4c52,OR4C45
11461,42543256,Or4d1,OR4D1
11462,42549353,Or4d10,OR4D10
11463,42549352,Or4d10b,OR4D10
11464,42549150,Or4d10c,OR4D10
11465,42550844,Or4d11,OR4D11
11466,42549749,Or4d2,OR4D2
11467,42549750,Or4d2b,OR4D2
11468,42550322,Or4d5,OR4D5
11469,42550292,Or4d6,OR4D6
11470,42536517,Or4e1,OR4E1
11471,42536555,Or4e2,OR4E2
11472,42536536,Or4e5,OR4E1
11473,42549099,Or4f15,OR4F15
11474,42548697,Or4f6,OR4F6
11475,42553465,Or4k1,OR4K1
11476,42536501,Or4k15,OR4K15
11477,42536503,Or4k15b,OR4K15
11478,42536545,Or4k15c,OR4K15
11479,42548871,Or4k2,OR4K2
11480,42549057,Or4k5,OR4K5
11481,42550475,Or4l1,OR4L1
11482,42550476,Or4l15,OR4L1
11483,42549759,Or4m1,OR4M1
11484,42549617,Or4n4,OR4N4
11485,42549107,Or4n5,OR4N5
11486,42548689,Or4p4,OR4P4
11487,42553419,Or4q3,OR4Q3
11488,42536488,Or4s2,OR4S2
11489,42536472,Or4s2b,OR4S2
11490,42548757,Or4x11,OR4X2
11491,42549075,Or4x13,OR4X2
11492,42549076,Or4x15,OR4X2
11493,42549074,Or4x18,OR4X2
11494,42550804,Or4x6,OR4X2
11495,42539569,Or51a7,OR51A7
11496,42550678,Or51b17,OR51B2
11497,42539577,Or51b4,OR51B4
11498,42549502,Or51b6,OR51B6
11499,42539514,Or51b6b,OR51B6
11500,42539567,Or51d1,OR51D1
11501,42539526,Or51e1,OR51E1
11502,42539588,Or51e2,OR51E2
11503,42539568,Or51f1,OR51F1
11504,42539496,Or51f1d,OR51F1
11505,42539530,Or51f1e,OR51F1
11506,42539527,Or51f2,OR51F2
11507,42549941,Or51f23,OR51C1P
11508,42553371,Or51f23b,OR51C1P
11509,42549412,Or51g1,OR51G1
11510,42548684,Or51g2,OR51G2
11511,42539520,Or51h1,OR51H1
11512,42551494,Or51h7,OR51H1
11513,42539504,Or51i1,OR51I1
11514,42539540,Or51i2,OR51I2
11515,42539531,Or51k1,OR51J1
11516,42539576,Or51k2,OR51J1
11517,42539587,Or51k7,OR51J1
11518,42553851,Or51m1,OR51M1
11519,42549238,Or51q1,OR51Q1
11520,42549237,Or51q1c,OR51Q1
11521,42548797,Or51s1,OR51S1
11522,42550922,Or51t4,OR51T1
11523,42539509,Or51v14,OR51V1
11524,42548794,Or51v8,OR51V1
11525,42539580,Or52a5,OR52A5
11526,42549803,Or52a5b,OR52A5
11527,42539543,Or52b2,OR52B2
11528,42539536,Or52b4,OR52B4
11529,42539575,Or52b4i,OR52B4
11530,42539546,Or52d1,OR52D1
11531,42539550,Or52e2,OR52E2
11532,42539564,Or52e3,OR52E2
11533,42539578,Or52e4,OR52E4
11534,42539495,Or52e5,OR52E5
11535,42539571,Or52e8,OR52E8
11536,42539500,Or52h1,OR52H1
11537,42539499,Or52i2,OR52I2
11538,42539510,Or52j3,OR52J3
11539,42539521,Or52k2,OR52K2
11540,42539574,Or52l1,OR52L1
11541,42539563,Or52m1,OR52M1
11542,42539556,Or52n1,OR52N1
11543,42539524,Or52n2,OR52N2
11544,42539544,Or52n2b,OR52N2
11545,42539545,Or52n2c,OR52N2
11546,42539552,Or52n4,OR52N4
11547,42539513,Or52n4b,OR52N4
11548,42539555,Or52n5,OR52N5
11549,42539539,Or52p1,OR52P1
11550,42539529,Or52r1,OR52R1
11551,42539549,Or52r1b,OR52R1
11552,42539548,Or52r1c,OR52R1
11553,42550083,Or52w1,OR52W1
11554,42539584,Or52z1,OR52Z1P
11555,42539554,Or52z13,OR52B6
11556,42549515,Or56a3,OR56A3
11557,42549514,Or56a3b,OR56A3
11558,42549200,Or56a4,OR56A4
11559,42549199,Or56a5,OR56A5
11560,42550340,Or56b1,OR56B1
11561,42550341,Or56b1b,OR56B1
11562,42549044,Or56b2,OR56B2P
11563,42548791,Or56b34,OR56B4
11564,42548792,Or56b35,OR56B4
11565,42549227,Or5a1,OR5A1
11566,42550356,Or5a21,OR5A2
11567,42549165,Or5ac17,OR5AC1
11568,42549166,Or5ac19,OR5AC1
11569,42553418,Or5ac20,OR5AC1
11570,42550641,Or5al1,OR5AL1
11571,42550355,Or5al5,OR5AL1
11572,42550354,Or5al6,OR5AL1
11573,42550835,Or5an1,OR5AN1
11574,42548673,Or5an10,OR5AN1
11575,42550051,Or5an11,OR5AN1
11576,42548674,Or5an1b,OR5AN1
11577,42553746,Or5an1c,OR5AN1
11578,42550052,Or5an9,OR5AN1
11579,42549259,Or5ap2,OR5AP2
11580,42550810,Or5ar1,OR5AR1
11581,42548953,Or5as1,OR5AS1
11582,42536508,Or5au1,OR5AU1
11583,42549422,Or5b101,OR5B3
11584,42549423,Or5b102,OR5B3
11585,42550705,Or5b104,OR5B3
11586,42549434,Or5b105,OR5B3
11587,42536441,Or5b106,OR5B3
11588,42549797,Or5b107,OR5B3
11589,42553429,Or5b108,OR5B3
11590,42553430,Or5b109,OR5B3
11591,42550706,Or5b111,OR5B3
11592,42553431,Or5b112,OR5B3
11593,42549812,Or5b12,OR5B12
11594,42548706,Or5b12b,OR5B12
11595,42550779,Or5b21,OR5B21
11596,42550665,Or5b3,OR5B3
11597,42536440,Or5b95,OR5B3
11598,42550128,Or5b96,OR5B3
11599,42550129,Or5b97,OR5B3
11600,42536439,Or5b99,OR5B2
11601,42549963,Or5c1,OR5C1
11602,42550700,Or5d14,OR5D14
11603,42553435,Or5d16,OR5D16
11604,42549230,Or5d18,OR5D18
11605,42554009,Or5d3,OR5D3P
11606,42549553,Or5d35,OR5D18
11607,42550699,Or5d36,OR5D14
11608,42554011,Or5d44,OR5D3P
11609,42554010,Or5d45,OR5D3P
11610,42550612,Or5d47,OR5D18
11611,42550549,Or5g23,OR5G3
11612,42550548,Or5g27,OR5G3
11613,42550511,Or5g29,OR5G3
11614,42553689,Or5h19,OR5H6
11615,42549942,Or5i1,OR5I1
11616,42553757,Or5j3,OR5J2
11617,42538055,Or5k1,OR5K1
11618,42550305,Or5k15,OR5K4
11619,42550306,Or5k16,OR5K4
11620,42538056,Or5k17,OR5K4
11621,42550343,Or5k3,OR5K3
11622,42549557,Or5k8,OR5K3
11623,42548796,Or5l13,OR5L2
11624,42550791,Or5m10,OR5M10
11625,42549098,Or5m10b,OR5M10
11626,42550094,Or5m11,OR5M11
11627,42550093,Or5m11b,OR5M11
11628,42550008,Or5m3,OR5M3
11629,42550009,Or5m3b,OR5M3
11630,42550812,Or5m8,OR5M8
11631,42550611,Or5m9,OR5M9
11632,42550610,Or5m9b,OR5M9
11633,42550656,Or5p50,OR5P2
11634,42550657,Or5p51,OR5P2
11635,42554103,Or5p57,OR5P3
11636,42536438,Or5p58,OR5P2
11637,42551000,Or5p59,OR5P2
11638,42549458,Or5p6,OR5P2
11639,42548676,Or5p60,OR5P2
11640,42553919,Or5p61,OR5P2
11641,42553918,Or5p63,OR5P2
11642,42553917,Or5p64,OR5P2
11643,42548900,Or5p66,OR5P2
11644,42550109,Or5p67,OR5P2
11645,42550150,Or5p68,OR5P2
11646,42550608,Or5p69,OR5P2
11647,42549450,Or5p70,OR5P2
11648,42548756,Or5p72,OR5P2
11649,42549741,Or5p73,OR5P2
11650,42536437,Or5p76,OR5P2
11651,42548948,Or5p78,OR5P2
11652,42550760,Or5p79,OR5P2
11653,42536431,Or5p80,OR5P3
11654,42550752,Or5p81,OR5P2
11655,42550332,Or5t15,OR5T2
